Company Name,Target Status,Status (proposed),Public Website Homepage URL,Source,Street Address,City,State,Zipcode,Phone,Industries served,Products and services offered,Square footage (facility),Number of employees,Estimated Revenues,Years of operation,Ownership,Equipment,CNC 3-axis,CNC 5-axis,Spares/ Repairs,Family business,2nd Address,Region,Medical,Notes (Approach/ Contacts/Info),AI Failed Criteria,AI Filter Flag
"Model Die & Mold, Inc.",CY,"High-end, private moldmaker",http://www.modeldie.com,AMBA,3859 Roger B Chaffee Memorial Dr SE,Wyoming,MI,49548,(616) 243-6996,Automotive; Aerospace; Kitchen and Bath; Architectural,Custom design and build of compression molds and plastic injection molds; Manufacturing of carbon fiber molds and die cast dies; Engineering services utilizing CAD/CAM technology; Quality assurance and continuous improvement processes; CNC; Wire EDM,~50k ft² (public: ZI 2023),65+ (site),"""$13M (calc from employees); ~$10M (estimate)""",59,Privately held; family-owned; President and CEO Gordon Brown,CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Injection Molding Tryout Presses; CMM / Metrology Systems ; Advanced mold-making equipment (News: 2023) ; CNC machinery (News: 2023),Yes,Yes,NI,Yes,,Mich,NI,,,
"Precision Tool & Mold, LLC",CY,"High-end, precision tooling shop",http://www.precisionmoldusa.com,AMBA,620 Easy Street,Ironwood,MI,49938,(906) 932-3440,"Automotive; Medical; Consumer Products; Industrial ; aerospace, medical (News: 2016)","Design and manufacture of plastic injection molds; Repair and revision of existing molds; Contract manufacturing services; Specializes in multi-cavity, high visual, and tight tolerance molds ; mold building, tool & die (News: 2016)","11,740 ft² (site)",refer to site,$7M (calc from sqft),26,Privately held; team-based approach with no ownership in plastic production assets; family-owned.,Makino (5-axis); Yasda (5-axis); Kern (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,NI,refer to site,Yes,Yes,,Mich,Yes,,,
"Select Tool & Die, Inc.",CY,"High-end, precision tooling shop",http://www.select-tool.com,AMBA,9170 First St.,Baroda,MI,49101,(269) 422-2812,Automotive; Aerospace; Consumer products; Industrial manufacturing,"Designing and building of prototype tooling; Designing, building, repairing, and maintaining die cast dies and plastic and rubber molds; Low and high-volume production machining of components and castings; Engineering changes for die cast dies, plastic and rubber molds, and machining fixtures; CMM inspection services and material handling capabilities up to 5 tons; CNC; Sinker EDM; CMM",~30k ft² (zoominfo),~40 (estimate),"""$11M (calc from sqft); ~$5M (estimate)""",NI,Privately held; family-owned.,"Charmille CNC Sinker EDM machine; 11 Vertical Machining Centers with 50"" X 25"" travel; Horizontal mills; Manual vertical mills with Troyke turntables; Radial arm drill press.",Yes,NI,Yes,Yes,,Mich,NI,,,
"TK Mold & Engineering, Inc.",CY,"High-end, precision tooling shop",http://www.tkmoldeng.com,AMBA,131 Shafer Dr.,Romeo,MI,48065,(254) 535-2419,Automotive; Medical; Consumer Goods; Defense; Aerospace; Electric Vehicles,plastic injection molds; low-volume plastic injection molding; ISO 9001:2015 certified; precision manufacturing; innovative solutions; in-house design department; custom mold solutions; CNC machining; EDM services; CMM quality control; engineering changes; plastic injection mold repairs; production molding; Production machining; CNC; EDM; Wire EDM; CMM,~30k ft² (zoominfo),~50 (estimate),"""$10M (calc from employees); $18M (calc from sqft); ~$5M (estimate)""",NI,Privately held; family-owned; emphasizes quality and customer satisfaction. ; Tom Barr (News: 2023),CNC Mills (3-axis); Wire EDM; CMM / Metrology Systems ; Advanced CAD/CAM software (News: 2023),Yes,NI,Yes,Yes,,Mich,Yes,,,
Venture Global Engineering,CY,"High-end, private",http://www.ventureglobalengineering.com,AMBA,42500 Mound Rd,Sterling Heights,MI,48314,(586) 739-9542,"Automotive ; Automotive, Aerospace (News: 2023)","Mold Design and Consulting; New Mold Builds; Mold Repair and Engineering Changes; Imported Tooling Localization; Secondary Assembly Equipment; Emergency Tool Repairs ; Mold building, Tool & Die manufacturing (News: 2023)","~50,000 ft² (zoominfo)",~40 (estimate) ; 150 (News: 2023),"""$8M (calc from employees); ~$5M (public: AMBA)""",42,Privately held,Makino; Yasda; CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems ; Advanced machinery (News: 2023),Yes,Yes,Yes,NI,,"Mich ; Michigan (News: 2023) ; Lapeer, Michigan (News: 2023)",NI,,,
Viking Tool & Engineering,CY,"High-end, precision tooling shop",http://www.vikingtooleng.com,AMBA,2780 Holton-Whitehall Rd,Whitehall,MI,49461,(231) 893-0031,"Automotive; Appliance; Office furniture; Household; Medical ; Furniture (News: 2023) ; automotive, medical, consumer goods (News: 2023)","New tool builds; Engineering changes; Repairs; Machining with crane capacity up to 40,000 lbs ; complex injection molds (News: 2023)","25,000 ft² (site) ; 30000 (News: 2023)",~50 (zoominfo) ; 50 (News: 2023),"""$10M (calc from employees); ~$5M (public: ZI 2023)""",71,Privately held; President Rick Seaver; Family-owned,"Makino (5-axis); Yasda (5-axis); CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems ; New coolant management system (News: 2023) ; CNC machinery, five-axis milling machines, EDM technology (News: 2023) ; Advanced EDM technologies (News: 2023)",Yes,Yes,Yes,Yes,,"Mich ; Whitehall, Michigan (News: 2023)",Yes,,,
"Zero Tolerance, LLC",CY,"High-end, precision tooling shop",http://www.zerotolerancecnc.com,AMBA,44695 Enterprise Drive,Clinton Township,MI,48038,(586) 630-3032,Automotive; Consumer products; Industrial,"plastic injection molds; Sinker EDM; 5-axis machining; CNC programming; injection molding; 3D printing; CNC machining; Fast hole EDM; Wire EDM ; Precision mold making, CNC machining (News: 2023) ; Precision machining (News: 2023)",~30k ft² (zoominfo),~40 (zoominfo),$11M (calc from sqft); ~$5M (public: ZI 2023),NI,Privately held; owned by Steve Michon ; Steve Michon (News: 2023),Makino F5 5XR (5-axis) ×1; Sinker EDM; Wire EDM; Fast Hole EDM ; Advanced CNC machining (News: 2023) ; Markforged 3D printers (News: 2023) ; Cimatron software (News: 2023) ; Advanced CNC equipment (News: 2023) ; Advanced CNC machinery (News: 2023),NI,Yes,NI,refer to site,,Mich,NI,,,
B.M.E. Tool Inc.,CY,"High-end, private moldmaker",http://www.bmetool.biz,AMBA,101 Delaware St. S.E.,Lonsdale,MN,55046,(507) 744-5581,Automotive; Medical; Consumer Products; Industrial,Precision tool making; Compression mold construction; Prototype mold production; Mold repair services; CAD software; CNC; High-precision custom machining; Injection molding solutions,"~30,000 ft² (public: ZI 2023); 13,333 ft² (calc from revenue)",~40 (zoominfo),"""$8M (calc from employees); ~$5M (public: ZI 2023)""",27,Privately held; family-owned; led by Vern and Paul Bongers,CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Injection Molding Tryout Presses; CMM / Metrology Systems,Yes,Yes,Yes,Yes,,Minn,Yes,,,
Diamond Tool & Engineering,CY,"High-end, precision tooling shop",http://www.diamondtande.com,AMBA,205 2nd Avenue Northwest,Bertha,MN,56437,(218) 924-4024,"Medical; Electronics; Automotive; Consumer products ; medical, consumer products, electronics (News: 2021)",LSR; Design for Manufacturability (DFM); Injection mold design and engineering; Insert molds; Multi-shot molds; Unscrewing molds; Hot runners; Complex actions and tooling solutions ; custom mold building (News: 2021) ; Precision mold building and tool & die manufacturing (News: 2023),"~30,000 ft² (public: ZI 2023) ; 30000 (News: 2021)",~40 (zoominfo) ; 50 (News: 2021),$8M (calc from employees); ~$5M (public: ZI 2023),NI,"Privately held, family-owned ; Schwinghammer family (News: 2021) ; Beanstalk Collaborative Community Wealth LLC (News: 2023) ; Beanstalk Collaborative Community Wealth (News: 2023)",Makino; Yasda; CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,Yes,NI,Yes,,Minn ; Minnesota (News: 2021) ; Minnesota (News: 2023),Yes,,,
"Dynamic Group, Inc.",CY,"High-end, medical-focused moldmaker",http://www.dynamicgroup.com,AMBA,13911 Unity St. NW,Ramsey,MN,55303,(763) 780-8674,"Medical Devices; Industrial; Commercial; Dental; Agriculture ; Medical, Aerospace (News: 2023) ; Medical device manufacturing (News: 2023) ; medical, aerospace, consumer products (News: 2024)","precision injection molding; custom mold tooling; ISO 13485; Class 7 and 8 cleanrooms; Wire EDM; Sinker EDM; Small Hole EDM; Injection Molding Tryout Presses; CMM / Metrology Systems ; Precision mold building, injection molding (News: 2023) ; Injection molds and molding (News: 2023) ; Mold building, Injection molding (News: 2023) ; Precision mold building and injection molding (News)","23,344 ft² (site); 16,744 ft² (site)",~100 (zoominfo),"""$20M (calc from employees); ~$10M (public: ZI 2023)""",48,Privately held; family-owned ; Family-owned (News: 2023),Wire EDM; Sinker EDM; Small Hole EDM; Injection Molding Tryout Presses; CMM / Metrology Systems ; high-precision equipment (News: 2024) ; Collaborative robots from Universal Robots (News: 2023) ; Advanced manufacturing technologies (News: 2023),NI,NI,NI,Yes,,Minn ; Minnesota (News: 2023),Yes,,,
Excelsior Tool,CY,"High-end, precision tooling shop",http://www.excelsiortool.com,AMBA,1474 County Rd 90,Maple Plain,MN,55359,(763) 479-3355,Aerospace; Automotive; Medical; Commercial,Design and engineering of precision plastic injection molds; Full-service mold building; Rapid prototyping; Mold revisions,~30k ft² (zoominfo),~40 (estimate),"""$8M (calc from employees)""",NI,Privately held; President Bob Bush; Possible family-owned; Check for family business details on website. ; Private equity (News: 2022),Makino; Yasda; CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,Yes,Yes,refer to site,,Minn ; Minnesota (News: 2022),Yes,,,
Mo-Tech Corporation,CY,"High-end, private",http://www.mo-tech.com,AMBA,2920 Granada Ave N,Oakdale,MN,55128-3534,(165) 457-0035,Automotive; Consumer Products; Industrial Manufacturing; Electronics,Design and engineering of die-cast dies and injection molds; Production of mold bases and trim dies; Fixture tooling and prototype parts manufacturing; Comprehensive tooling solutions from prototype to production,"~30,000 ft² (public: ZI 2023)",50 (calc from revenue_site),$11M (calc from sqft); ~$10M (public: ZI 2023),NI,Privately held; family-owned.,Makino (5-axis); Yasda (3-axis); CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,Yes,NI,Yes,,Minn,NI,,,
"Mold Craft, Inc.",CY,"High-end, precision tooling shop",http://www.mold-craft.com,AMBA,"200 Stillwater Road, P.O. Box 458",Willernie,MN,55090-0458,(651) 426-3216,"Medical, Consumer, Electronics, Automotive ; Medical device (News: 2020)",Design and engineering of precision micro injection molds; Custom injection mold building with high-cavitation capabilities; Mold sampling and validation processes; R&D innovation for advanced mold technologies; CNC ; High-precision micro molds (News: 2020) ; Micro mold tooling (News: 2019),~30k ft² (zoominfo),~40 (zoominfo),"""$8M (calc from employees); ~$5M (public: ZI 2023)""",61,Privately held; co-owned by Tim Bartz; family-owned. ; Westfall Technik (News: 2020) ; Acquired by Westfall Technik (News: 2019),Makino (5-axis); Yasda (5-axis); Kern (5-axis); Sodick Wire EDM; Sodick Sinker EDM; Zeiss CMM ; Sodick EDM machine (News: 2023),NI,Yes,NI,Yes,,Minn,Yes,,,
"Mold-Tech, Inc.",CY,"High-end, medical-focused moldmaker",http://www.mold-techinc.com,AMBA,5166 Barthel Industrial Drive NE,Albertville,MN,55301,(763) 497-7500,"Medical, Automotive, Consumer Products, Electronics, Telecommunications ; Automotive, Consumer goods (News: 2023)","Injection mold design and engineering, Prototype and development mold creation, Multi-cavity production and hot runner systems, In-mold decorating and micro molding, Metal injection and silicone molding, Shuttle, multi-shot, and stack molds ; Mold texturing (News: 2023)",~50k ft² (zoominfo),~50 (estimate),"""$10M (calc from employees); ~$10M (estimate)""",47,"Privately held, family-owned",Makino (3-axis VMC); Makino (5-axis VMC); Yasda (3-axis VMC); Yasda (5-axis VMC); Kern (3-axis VMC); Kern (5-axis VMC); Wire EDM; Sinker EDM; CMM / Metrology Systems ; Advanced technology for texturing (News: 2023),Yes,Yes,NI,Yes,,Minn,Yes,,,
Moldworks Inc.,CY,"High-end, private moldmaker",http://www.moldworks.com,AMBA,10550 County Road 81 Suite 208,Maple Grove,MN,55369,(763) 493-3134,Automotive; Medical; Consumer products; Industrial,Precision manufacturing and tooling; Injection mold design and engineering; Tool building and manufacturing solutions; Quality assurance and validation processes,"~30,000 ft² (public: ZI 2023)",~40 (zoominfo),"""$8M (calc from employees); ~$5M (public: ZI 2023)""",NI,Privately held; founded by Pat Krapfl; family-owned.,Makino (5-axis); Yasda (5-axis); CNC Mills (3-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,Yes,NI,Yes,,Minn,Yes,,,
"Tolerance Tool, LLC",CY,"High-end, medical-focused moldmaker",http://www.tolerancetool.com,AMBA,2263 McKnight Rd N. Bay #11,North St. Paul,MN,55109,(651) 770-5918,Medical; Automotive; Consumer Products; Sustainable Energy,"Design and engineering of injection molds; Manufacturing of thermoplastic and liquid silicone rubber molds; Production of micro molds and multi-shot rotational molds; Grinding, EDM, and specialty machining services; Comprehensive inspection and quality assurance; liquid silicone rubber; Wire EDM",~30k ft² (zoominfo),~50 (zoominfo),"""$11M (calc from sqft); ~$5M (public: ZI 2023)""",NI,Privately held; possible family-owned ; Acquired by Beanstalk Collaborative Community Wealth (News: 2023),CNC Mills (3-axis); Wire EDM; Injection Molding Tryout Presses,Yes,NI,Yes,Yes,,Minn,Yes,,,
R&D/Leverage,CY,"High-end, medical-focused moldmaker",http://www.rdleverage.com,AMBA,1008 SE Browning St.,Lee's Summit,MO,64081,(415) 329-6877,"Medical; Consumer; Industrial ; Packaging, medical, consumer goods (News: 2023)","Injection Molding; Mold Design; Mold Making: Injection Blow Molds; Mold Making: Injection Molds; Mold Making: Injection Stretch Blow Molds; Mold Repair; Prototype Parts; Reverse Engineering; Sampling and Validation; Class 101; CNC; Wire EDM; Sinker EDM ; Precision mold building, tool and die manufacturing (News: 2023) ; Injection blow molding (News: 2023) ; Complete solution in injection blow mould production (News: 2023)",~188k ft² (site),~200 (public: LinkedIn 2024),"""$38M (calc from employees); ~$50M (public: ZoomInfo 2024)""",NI,Privately held; part of Adler Industrial Solutions Inc. ; New management (News: 2023) ; Acquired by Adler Industrial Solutions (News: 2022) ; Acquired by MGS Manufacturing Group (News: 2023),CNC Milling; Wire EDM; Sinker EDM; Laser Welding; CMM ; Advanced technology and machinery (News: 2023) ; Injection blow molding equipment (News: 2023) ; New equipment for injection blow mould production (News: 2023),refer to site,NI,Yes,NI,,No region ; Europe (News: 2023),Yes,,,
Vector Tool & Engineering,CY,"High-end, precision tooling shop",http://www.vectortool.com,AMBA,4208 E 135th St,Grandview,MO,64030,(816) 966-1901,Automotive; Medical; Industrial; Caps and Closures; Lawn and Garden; Home Appliance,Design and manufacturing of high-quality plastic injection molds; Mold repairs and revisions; Custom and production components; Engineering services utilizing advanced technology ; Mold design and manufacturing (News: 2023),"30,000 ft² (site) ; 50000 (News: 2023)",33 (site) ; 50 (News: 2023),$6.6M (calc from employees); ~$5M (public: ZI 2023),30,Subsidiary of Peterson Manufacturing; Family business (refer to site) ; Private equity (News: 2023),Yasda YMC 430 (5-axis) ×1; Mori Seiki NL-2500Y/700 (Mill Turn); Mori Seiki NT 1000/SZ (5-axis Mill Turn) ; state-of-the-art machinery (News: 2023),NI,Yes,Yes,Yes,,No region,Yes,,,
"Emerald Tool and Mold, Inc.",CY,"High-end, precision tooling shop",http://www.emeraldtoolandmold.com,AMBA,106 Furlong Industrial Drive,Kernersville,NC,27284,(336) 996-6445,"Electronics, Consumer, Aerospace, Medical, Automotive",Design and construction of plastic injection molds; Repair and engineering changes for existing molds; Spare tooling programs and part design consultation; 3-D modeling using Pro-E for comprehensive design solutions; ISO 9001:2015 certified,~30k ft² (zoominfo),~40 (estimate),"""$12M (calc from employees); $18M (calc from sqft)""",33,Privately held; founded in 1992 with hands-on ownership; family-owned.,Makino; Yasda; CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,Yes,Yes,Yes,,No region,Yes,,,
Dramco Tool Co. Inc.,CY,"High-end, precision tooling shop",http://www.dramcotool.com,AMBA,502 Claude Road,Grand Island,NE,68803,(308) 382-5251,Automotive; Consumer,Design and build of multi-shot injection molds; Precision die manufacturing; Custom machine design and build; Comprehensive design and engineering services; Custom fabrication; Precision machining services; Wire EDM; Sinker EDM; 5-axis CNC machining; CNC turning; milling,"37,000 ft² (site)",50+ (site) ; 100 employees affected by plant closure (News: 2023),"""$10M (calc from employees); ~$5M (public: ZI 2023)""",47,Privately held; possible family-owned,Wire EDM; Sinker EDM; CNC Mills (5-axis); CNC Turning; Water Jet; Injection Molding Tryout Presses ; Advanced machinery and technology (News: 2023),NI,Yes,NI,Yes,,No region,NI,,,
"L & Z Tool and Engineering, Inc.",CY,"High-end, precision tooling shop",http://www.lztool.com,AMBA,1691 US Highway 22,Watchung,NJ,07069-6595,(908) 322-2220,Automotive; Consumer Products; Industrial; Electronics,plastic injection molds; die cast dies; ISO 9001:2015; high-speed machining; intricate precision finishing; in-house solid modeling; laser welding; prototypes; precision tooling; engineering changes; repairs; modifications,~30k ft² (zoominfo),~50 (zoominfo),"""$11M (calc from sqft); ~$5M (public: ZI 2023)""",NI,Privately held; a division of LaMarca Industries,Deckel DMU 65 (5-axis); Deckel DMU 100 (5-axis); Laser Welding Capability (350 Watt),NI,Yes,Yes,NI,,NJ-E.Pa,NI,,,
Lawrence Mold & Tool Corp.,CY,"High-end, private moldmaker",http://www.lawrencemoldandtool.com,AMBA,690 Puritan Avenue,Lawrence Township,NJ,08648-4600,(609) 392-5422,Medical; Automotive; Consumer Products; Industrial,Computer Aided Design (CAD); Multi-Axis CNC Vertical and Horizontal Milling; Multi-Axis CNC High Speed Machining; In-House Laser Welding; Multi-Axis CNC Sinker and Wire EDM; CNC Turning; In-House Polishing / Stoning; Automatic Surface and Cylindrical Grinding,~30k ft² (zoominfo),~50 (zoominfo),$11M (calc from sqft); ~$5M (public: ZI 2023),50,Privately held; family-owned; over 50 years of industry experience.,CNC Mills (Multi-Axis); Wire EDM; Sinker EDM; Laser Welding Systems,NI,refer to site,NI,Yes,,NJ-E.Pa,Yes,,,
High Desert Tool,CY,"High-end, precision tooling shop",http://www.highdeserttool.com,AMBA,2500 Arrowhead Dr. #5,Carson City,NV,89706,(775) 882-2701,Automotive; Defense; Aerospace; Agricultural,Large mold manufacturing for thermoplastic and thermoset industries; Custom design and specification handling; Production of aluminum prototype molds and steel production tools; Climate-controlled manufacturing environment,"~8,500 ft² (site)",~40 (zoominfo),$8M (calc from employees); ~$5M (public: ZI 2023),NI,Privately held; possible family-owned,Makino; Yasda; CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems ; Kitamura Bridge 8 (News: 2012),Yes,Yes,NI,refer to site,,No region,NI,,,
"Accede Mold & Tool Co., Inc.",CY,"High-end, precision tooling shop",https://accedemold.com,AMBA,1125 Lexington Avenue,Rochester,NY,14606,(585) 753-7000,Medical; Packaging; Industrial; Aerospace; Automotive,Custom mold design and building; Turn-key systems integration; In-house mold sampling and inspection; Process validation and clean room capabilities; CNC ; Precision mold manufacturing (News: 2023) ; Laser welding services (News: 2024),"~50,000 ft² (zoominfo)",~100 (estimate),$20M (calc from employees); ~$10M (estimate),44,Privately held,CNC Mills (5-axis); Injection Molding Tryout Presses; CMM / Metrology Systems ; State-of-the-art equipment (News: 2023) ; Advanced laser welding (News: 2024),NI,Yes,Yes,NI,,"No region ; Rochester, New York (News: 2023)",Yes,,,
"Turning Point Tool, LLC",CY,"High-end, precision tooling shop",http://www.turningpointtool.com,AMBA,135 Dodge Street,Rochester,NY,14606,(585) 288-7380,"Aerospace, Automotive, Consumer Products, Medical, Optical","Plastic injection molds, including production and prototypes; Multi-cavity, family, 2-shot, and hot runner molds; CNC EDM and wire EDM services; Custom CNC machining and fixtures; Short-run production CNC machining; ITAR certified","5,000 ft² (site)",~40 (zoominfo),$8M (calc from employees); ~$5M (public: ZI 2023),19,Privately held; emphasis on personal service and high quality.,Makino F5 (High Speed Machining Center) ×1; Mitsubishi CNC EDM (C-axis) ×1; Mitsubishi FA-10 MD-PRO (Wire EDM) ×1; Roku Roku (High Speed Graphite Mill) ×1,refer to site,refer to site,NI,NI,,No region,Yes,,,
Colonial Machine Co.,CY,"High-end, private",http://www.colonial-machine.com,AMBA,1041 Mogadore Road,Kent,OH,44240,(330) 673-5859,"Housewares; Appliances; Storage Containers; Food Handling; Caps and Closures; Pipe Fittings ; aerospace, energy, medical (News: 2023) ; Automotive, packaging, consumer goods (News: 2021) ; Automotive, Electronics, Packaging (News: 2023)","Custom mold manufacturing for plastic injection, blow, and compression molds; Precision CNC machining services including milling and lathe work; CMM inspection services for accurate and reliable measuring; Design and build of simple to complex molds with a focus on production efficiency and tool longevity; CNC ; precision machining (News: 2023) ; Precision machining services (News: 2023)",~30k ft² (zoominfo) ; 35000 (News: 2023),~50 (zoominfo) ; 30 (News: 2023),$11M (calc from sqft); ~$5M (public: ZI 2023),NI ; 65 (News: 2023),Privately held; family-owned. ; Family-owned (News: 2023),Makino; Yasda; CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems ; State-of-the-art equipment (News: 2023) ; Advanced CNC machinery (News: 2023),Yes,Yes,NI,Yes,,"No region ; Ohio (News: 2023) ; Kent, Ohio (News: 2023) ; Asia-Pacific (News: 2021) ; Asia-Pacific (News: 2023)",Yes,,,
"Cosar Mold, Inc.",CY,"High-end, private moldmaker",http://www.cosarmold.com,AMBA,refer to site,Kent,OH,44240,(330) 673-9510,"Plastic; Rubber; Blow Mold; Die Cast ; Automotive, Medical, Consumer goods (News: 2023)","Mold repairs and engineering changes; On-site repairs and preventative maintenance programs; Capable of handling molds weighing up to 50,000 lbs; Fast turnaround and quality assurance to minimize downtime ; Precision mold manufacturing (News: 2023)","15,000 ft² (site)",~5 (historical site data),"""$1M (calc from employees); ~$5M (public: ZI 2023)""",40 ; 30 (News: 2023),"Privately held; family-owned; CEO Steve Rastetter, Sr.",Johnford DMC-3100SH (Double Column Machine Center) ×1 ; Advanced machinery and updated software systems (News: 2019) ; Advanced machinery (News: 2023),NI,NI,Yes,Yes,,No region,Yes,,,
"Eagle Mold Co., Inc.",CY,"High-end, precision tooling shop",http://www.eaglemoldcompany.com,AMBA,1 Eagle Ct.,Carlisle,OH,45005,(937) 746-3331,Automotive; Aerospace; Medical; Electronics; Appliance,Plastic injection mold design and build; CNC milling and high-speed machining; Wire and sinker EDM; Ceramic core and wax pattern dies; Graphite electrode programming and machining; CNC; EDM; Wire EDM; Sinker EDM,~30k ft² (zoominfo),~50 (zoominfo),$11M (calc from sqft); ~$5M (public: ZI 2023),NI,Privately held; ISO 9001:2015 certified.,CNC Mills (3-axis); Wire EDM; Sinker EDM; Injection Molding Tryout Presses,Yes,NI,NI,NI,,No region,Yes,,,
"Pleasant Precision, Inc.",CY,"High-end, precision tooling shop",http://www.pleasantprecision.com,AMBA,13840 U.S. Rt. 68 South,Kenton,OH,43326,(800) 860-3974,"Medical, Automotive, Industrial Automation, Filtration, Commercial Fans ; Medical (News: 2023)","high precision injection molds, tight tolerance tooling, Class 100,000 cleanroom ; Round Mate Systems (News)","~50,000 ft² (zoominfo)",~50 (estimate),"""$10M (calc from employees); ~$10M (estimate)""",47,"Privately held, family-owned","Electric injection molding machines (55 to 400 tons), Class 100,000 cleanroom for extrusion ; Advanced equipment for mold base production (News: 2023)",NI,NI,NI,Yes,,No region,Yes,,,
TJAR Innovations LLC,CY,"High-end, private moldmaker",http://www.tjarinnovations.com,AMBA,1004 Cincinnati Ave,Xenia,OH,45385,(937) 347-1999,Automotive; Aerospace; Consumer products; Industrial,"Custom plastic injection mold manufacturing; Full-service mold building and rapid molding; Design, tooling, and part production; High-volume production of plastic parts",~30k ft² (zoominfo),~40 (estimate),$8M (calc from employees); $18M (calc from sqft); ~$5M (estimate),30+,Privately held; family-owned; over 30 years of experience in the industry.,Makino (5-axis); Haas (3-axis VMC); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,refer to site,Yes,Yes,,No region,NI,,,
Penco Tool LLC,CY,"High-end, private moldmaker",http://www.pencotool.com,AMBA,refer to site,refer to site,refer to site,refer to site,(440) 998-1116,Automotive; Aerospace; Consumer Products; Industrial Manufacturing,"Design and engineering support; Manufacturing of compression molds and injection molds; Prototype mold development; Expertise in molds for automotive and truck structural parts, interior panels, and consumer products",~30k ft² (public: zoominfo),~40 (public: BF 2024),"""$8M (calc from employees); $18M (calc from sqft); ~$5M (public: BF 2024)""",NI,Privately held; President & Owner Steven Pendleton; Vice Presidents & Owners R. Jeff Nemerovsky and Nathan Blood.,Makino (5-axis); Yasda (3-axis); CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,Yes,NI,refer to site,,No region,NI,,,
Buss Precision Mold Inc.,CY,"High-end, medical-focused moldmaker",http://www.bussmold.com,AMBA,13581 SE Ambler Road,Clackamas,OR,97015,(503) 652-5804,Medical; Aerospace; Electronics; Consumer Products; Industrial,Injection mold design and manufacturing; Product development and prototyping; High-speed machining and hard milling; Metal Injection Mold (MIM) building; Overmolding and two-shot molding; CNC; EDM; Hard Milling,~30k ft² (zoominfo),~40 (public: BF 2024),"""$8M (calc from sqft); ~$5M (public: ZI 2023); ~$5M (public: BF 2024)""",37,Privately held; founded by Earl & Jonathan Buss; family-owned.,CNC EDM; High-speed machining; Horizontal machining with multiple pallets; Robot-served CNC EDM.,NI,NI,NI,Yes,,No region,Yes,,,
"Crescent Industries, Inc.",CY,"High-end, medical-focused moldmaker",http://www.crescentind.com,AMBA,70 East High Street,New Freedom,PA,17349,(717) 235-3844,Medical Device; Military & Defense; Industrial/OEM,"Plastic injection mold design and tooling; Custom injection molding, including insert and over molding; Post-processing services such as kitting, assembly, and part decoration; Automation solutions and quality injection molding; ISO 13485","~50,000 ft² (public: ZI 2023) ; 14000 (News: 2021)",~100 (estimate),"""$20M (calc from employees); ~$15M (estimate); ~$30M (calc from sqft); (public: ZI 2023)""",79,Privately held; family-owned since 1946.,Injection Molding Tryout Presses; CNC Mills (3-axis); Wire EDM; CMM / Metrology Systems ; New equipment installed (News: 2021) ; Advanced tooling equipment (News),Yes,NI,NI,Yes,,NJ-E.Pa,Yes,,,
"Quality Mold, Inc.",CY,"High-end, private moldmaker",http://www.qualitymolderie.com,AMBA,8130 Hawthorne Drive,Erie,PA,16509,(814) 866-2255,Medical; Automotive; Consumer goods,"Plastic injection mold design and manufacturing; Prototype tooling and high cavitation production molds; Mold inspection and quality assurance processes; Offers sampling services through an affiliate company, Quality Plastics","16,000 ft² (site)","""~40 (public: BF 2024)""","""$8M (calc from employees); ~$5M (public: ZI 2023); ~$5M (public: BF 2024)""",40,Privately held; family-owned; operated by Tom and Darren Hakel,Makino; Yasda; CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,Yes,NI,Yes,,W.Pa,Yes,,,
