Company Name,Target Status,Status (proposed),Public Website Homepage URL,Source,Street Address,City,State,Zipcode,Phone,Industries served,Products and services offered,Square footage (facility),Number of employees,Estimated Revenues,Years of operation,Ownership,Equipment,CNC 3-axis,CNC 5-axis,Spares/ Repairs,Family business,2nd Address,Region,Medical,Notes (Approach/ Contacts/Info),AI Failed Criteria,AI Filter Flag
"Emerald Tool and Mold, Inc.",CY,"High-end, precision tooling shop",http://www.emeraldtoolandmold.com,AMBA,106 Furlong Industrial Drive,Kernersville,NC,27284,(336) 996-6445,"Electronics, Consumer, Aerospace, Medical, Automotive",Design and construction of plastic injection molds; Repair and engineering changes for existing molds; Spare tooling programs and part design consultation; 3-D modeling using Pro-E for comprehensive design solutions; ISO 9001:2015 certified,~30k ft² (zoominfo),~40 (estimate),"""$12M (calc from employees); $18M (calc from sqft)""",33,Privately held; founded in 1992 with hands-on ownership; family-owned.,Makino; Yasda; CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,Yes,Yes,Yes,,No region,Yes,,,
Dramco Tool Co. Inc.,CY,"High-end, precision tooling shop",http://www.dramcotool.com,AMBA,502 Claude Road,Grand Island,NE,68803,(308) 382-5251,Automotive; Consumer,Design and build of multi-shot injection molds; Precision die manufacturing; Custom machine design and build; Comprehensive design and engineering services; Custom fabrication; Precision machining services; Wire EDM; Sinker EDM; 5-axis CNC machining; CNC turning; milling,"37,000 ft² (site)",50+ (site),"""$10M (calc from employees); ~$5M (public: ZI 2023)""",47,Privately held; possible family-owned,Wire EDM; Sinker EDM; CNC Mills (5-axis); CNC Turning; Water Jet; Injection Molding Tryout Presses,NI,Yes,NI,Yes,,No region,NI,,,
"L & Z Tool and Engineering, Inc.",CY,"High-end, precision tooling shop",http://www.lztool.com,AMBA,1691 US Highway 22,Watchung,NJ,07069-6595,(908) 322-2220,Automotive; Consumer Products; Industrial; Electronics,plastic injection molds; die cast dies; ISO 9001:2015; high-speed machining; intricate precision finishing; in-house solid modeling; laser welding; prototypes; precision tooling; engineering changes; repairs; modifications,~30k ft² (zoominfo),~50 (zoominfo),"""$11M (calc from sqft); ~$5M (public: ZI 2023)""",NI,Privately held; a division of LaMarca Industries,Deckel DMU 65 (5-axis); Deckel DMU 100 (5-axis); Laser Welding Capability (350 Watt),NI,Yes,Yes,NI,,NJ-E.Pa,NI,,,
Lawrence Mold & Tool Corp.,CY,"High-end, private moldmaker",http://www.lawrencemoldandtool.com,AMBA,690 Puritan Avenue,Lawrence Township,NJ,08648-4600,(609) 392-5422,Medical; Automotive; Consumer Products; Industrial,Computer Aided Design (CAD); Multi-Axis CNC Vertical and Horizontal Milling; Multi-Axis CNC High Speed Machining; In-House Laser Welding; Multi-Axis CNC Sinker and Wire EDM; CNC Turning; In-House Polishing / Stoning; Automatic Surface and Cylindrical Grinding,~30k ft² (zoominfo),~50 (zoominfo),$11M (calc from sqft); ~$5M (public: ZI 2023),50,Privately held; family-owned; over 50 years of industry experience.,CNC Mills (Multi-Axis); Wire EDM; Sinker EDM; Laser Welding Systems,NI,refer to site,NI,Yes,,NJ-E.Pa,Yes,,,
High Desert Tool,CY,"High-end, precision tooling shop",http://www.highdeserttool.com,AMBA,2500 Arrowhead Dr. #5,Carson City,NV,89706,(775) 882-2701,Automotive; Defense; Aerospace; Agricultural,Large mold manufacturing for thermoplastic and thermoset industries; Custom design and specification handling; Production of aluminum prototype molds and steel production tools; Climate-controlled manufacturing environment,"~8,500 ft² (site)",~40 (zoominfo),$8M (calc from employees); ~$5M (public: ZI 2023),NI,Privately held; possible family-owned,Makino; Yasda; CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,Yes,NI,refer to site,,No region,NI,,,
"Accede Mold & Tool Co., Inc.",CY,"High-end, precision tooling shop",https://accedemold.com,AMBA,1125 Lexington Avenue,Rochester,NY,14606,(585) 753-7000,Medical; Packaging; Industrial; Aerospace; Automotive,Custom mold design and building; Turn-key systems integration; In-house mold sampling and inspection; Process validation and clean room capabilities; CNC,"~50,000 ft² (zoominfo)",~100 (estimate),$20M (calc from employees); ~$10M (estimate),44,Privately held,CNC Mills (5-axis); Injection Molding Tryout Presses; CMM / Metrology Systems,NI,Yes,Yes,NI,,No region,Yes,,,
"Turning Point Tool, LLC",CY,"High-end, precision tooling shop",http://www.turningpointtool.com,AMBA,135 Dodge Street,Rochester,NY,14606,(585) 288-7380,"Aerospace, Automotive, Consumer Products, Medical, Optical","Plastic injection molds, including production and prototypes; Multi-cavity, family, 2-shot, and hot runner molds; CNC EDM and wire EDM services; Custom CNC machining and fixtures; Short-run production CNC machining; ITAR certified","5,000 ft² (site)",~40 (zoominfo),$8M (calc from employees); ~$5M (public: ZI 2023),19,Privately held; emphasis on personal service and high quality.,Makino F5 (High Speed Machining Center) ×1; Mitsubishi CNC EDM (C-axis) ×1; Mitsubishi FA-10 MD-PRO (Wire EDM) ×1; Roku Roku (High Speed Graphite Mill) ×1,refer to site,refer to site,NI,NI,,No region,Yes,,,
Colonial Machine Co.,CY,"High-end, private",http://www.colonial-machine.com,AMBA,1041 Mogadore Road,Kent,OH,44240,(330) 673-5859,Housewares; Appliances; Storage Containers; Food Handling; Caps and Closures; Pipe Fittings,"Custom mold manufacturing for plastic injection, blow, and compression molds; Precision CNC machining services including milling and lathe work; CMM inspection services for accurate and reliable measuring; Design and build of simple to complex molds with a focus on production efficiency and tool longevity; CNC",~30k ft² (zoominfo),~50 (zoominfo),$11M (calc from sqft); ~$5M (public: ZI 2023),NI,Privately held; family-owned.,Makino; Yasda; CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,Yes,NI,Yes,,No region,NI,,,
"Cosar Mold, Inc.",CY,"High-end, private moldmaker",http://www.cosarmold.com,AMBA,refer to site,Kent,OH,44240,(330) 673-9510,Plastic; Rubber; Blow Mold; Die Cast,"Mold repairs and engineering changes; On-site repairs and preventative maintenance programs; Capable of handling molds weighing up to 50,000 lbs; Fast turnaround and quality assurance to minimize downtime","15,000 ft² (site)",~5 (historical site data),"""$1M (calc from employees); ~$5M (public: ZI 2023)""",40,"Privately held; family-owned; CEO Steve Rastetter, Sr.",Johnford DMC-3100SH (Double Column Machine Center) ×1,NI,NI,Yes,Yes,,No region,NI,,,
"Eagle Mold Co., Inc.",CY,"High-end, precision tooling shop",http://www.eaglemoldcompany.com,AMBA,1 Eagle Ct.,Carlisle,OH,45005,(937) 746-3331,Automotive; Aerospace; Medical; Electronics; Appliance,Plastic injection mold design and build; CNC milling and high-speed machining; Wire and sinker EDM; Ceramic core and wax pattern dies; Graphite electrode programming and machining; CNC; EDM; Wire EDM; Sinker EDM,~30k ft² (zoominfo),~50 (zoominfo),$11M (calc from sqft); ~$5M (public: ZI 2023),NI,Privately held; ISO 9001:2015 certified.,CNC Mills (3-axis); Wire EDM; Sinker EDM; Injection Molding Tryout Presses,Yes,NI,NI,NI,,No region,Yes,,,
"Pleasant Precision, Inc.",CY,"High-end, precision tooling shop",http://www.pleasantprecision.com,AMBA,13840 U.S. Rt. 68 South,Kenton,OH,43326,(800) 860-3974,"Medical, Automotive, Industrial Automation, Filtration, Commercial Fans","high precision injection molds, tight tolerance tooling, Class 100,000 cleanroom","~50,000 ft² (zoominfo)",~50 (estimate),"""$10M (calc from employees); ~$10M (estimate)""",47,"Privately held, family-owned","Electric injection molding machines (55 to 400 tons), Class 100,000 cleanroom for extrusion",NI,NI,NI,Yes,,No region,Yes,,,
TJAR Innovations LLC,CY,"High-end, private moldmaker",http://www.tjarinnovations.com,AMBA,1004 Cincinnati Ave,Xenia,OH,45385,(937) 347-1999,Automotive; Aerospace; Consumer products; Industrial,"Custom plastic injection mold manufacturing; Full-service mold building and rapid molding; Design, tooling, and part production; High-volume production of plastic parts",~30k ft² (zoominfo),~40 (estimate),$8M (calc from employees); $18M (calc from sqft); ~$5M (estimate),30+,Privately held; family-owned; over 30 years of experience in the industry.,Makino (5-axis); Haas (3-axis VMC); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,refer to site,Yes,Yes,,No region,NI,,,
Penco Tool LLC,CY,"High-end, private moldmaker",http://www.pencotool.com,AMBA,refer to site,refer to site,refer to site,refer to site,(440) 998-1116,Automotive; Aerospace; Consumer Products; Industrial Manufacturing,"Design and engineering support; Manufacturing of compression molds and injection molds; Prototype mold development; Expertise in molds for automotive and truck structural parts, interior panels, and consumer products",~30k ft² (public: zoominfo),~40 (public: BF 2024),"""$8M (calc from employees); $18M (calc from sqft); ~$5M (public: BF 2024)""",NI,Privately held; President & Owner Steven Pendleton; Vice Presidents & Owners R. Jeff Nemerovsky and Nathan Blood.,Makino (5-axis); Yasda (3-axis); CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,Yes,NI,refer to site,,No region,NI,,,
Buss Precision Mold Inc.,CY,"High-end, medical-focused moldmaker",http://www.bussmold.com,AMBA,13581 SE Ambler Road,Clackamas,OR,97015,(503) 652-5804,Medical; Aerospace; Electronics; Consumer Products; Industrial,Injection mold design and manufacturing; Product development and prototyping; High-speed machining and hard milling; Metal Injection Mold (MIM) building; Overmolding and two-shot molding; CNC; EDM; Hard Milling,~30k ft² (zoominfo),~40 (public: BF 2024),"""$8M (calc from sqft); ~$5M (public: ZI 2023); ~$5M (public: BF 2024)""",37,Privately held; founded by Earl & Jonathan Buss; family-owned.,CNC EDM; High-speed machining; Horizontal machining with multiple pallets; Robot-served CNC EDM.,NI,NI,NI,Yes,,No region,Yes,,,
"Crescent Industries, Inc.",CY,"High-end, medical-focused moldmaker",http://www.crescentind.com,AMBA,70 East High Street,New Freedom,PA,17349,(717) 235-3844,Medical Device; Military & Defense; Industrial/OEM,"Plastic injection mold design and tooling; Custom injection molding, including insert and over molding; Post-processing services such as kitting, assembly, and part decoration; Automation solutions and quality injection molding; ISO 13485","~50,000 ft² (public: ZI 2023)",~100 (estimate),"""$20M (calc from employees); ~$15M (estimate); ~$30M (calc from sqft); (public: ZI 2023)""",79,Privately held; family-owned since 1946.,Injection Molding Tryout Presses; CNC Mills (3-axis); Wire EDM; CMM / Metrology Systems,Yes,NI,NI,Yes,,NJ-E.Pa,Yes,,,
"Quality Mold, Inc.",CY,"High-end, private moldmaker",http://www.qualitymolderie.com,AMBA,8130 Hawthorne Drive,Erie,PA,16509,(814) 866-2255,Medical; Automotive; Consumer goods,"Plastic injection mold design and manufacturing; Prototype tooling and high cavitation production molds; Mold inspection and quality assurance processes; Offers sampling services through an affiliate company, Quality Plastics","16,000 ft² (site)","""~40 (public: BF 2024)""","""$8M (calc from employees); ~$5M (public: ZI 2023); ~$5M (public: BF 2024)""",40,Privately held; family-owned; operated by Tom and Darren Hakel,Makino; Yasda; CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,Yes,NI,Yes,,W.Pa,Yes,,,
"Rapid Mold Solutions, Inc.",CY,"High-end, private moldmaker",http://www.rapidmoldsolutions.com,AMBA,8251 Hamot Rd,Erie,PA,16509,(415) 329-6877,Industrial; Automotive; Medical Device; Consumer Products,Injection Molding; Mold Design; Mold Making: Injection Molds; Mold Repair & Maintenance; Prototype Parts; Prototype & Unit Tooling; Reverse Engineering; Sampling; Spare Components; CNC; Sinker EDM; Wire EDM,~61k ft² (site),~50 (zoominfo),$12M (calc from employees); ~$10M (public: ZI 2023),NI,Privately held; part of Adler Industrial Solutions Inc.,CNC Milling; CNC Turning; Laser Welding; Sinker EDM; Wire EDM,refer to site,NI,Yes,refer to site,,W.Pa,Yes,,,
JMMS Inc.,CY,"High-end, private",http://www.jmmsinc.com,AMBA,807 Sheffield Road,Easley,SC,29642,(864) 855-0450,Automotive; Appliances; Consumer Products; Electronics; Medical Technologies,thermoplastic injection molding; thermoset injection and compression/transfer; die casting tooling; Design and engineering for die casting and injection molding tooling; Manufacturing and maintenance of high-pressure casting dies; Injection molding troubleshooting and process optimization; Engineering services including dimensional analysis and prototyping; Advanced product quality planning (APQP) for improved manufacturability,~50k ft² (zoominfo),~50 (zoominfo),"""$10M (calc from employees); ~$10M (public: ZI 2023)""",NI,"Privately held, family-owned",Makino (5-axis); Yasda (5-axis); CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,Yes,Yes,Yes,,No region,Yes,,,
"United Tool & Mold, Inc.",CY,"High-end, private",http://www.utminc.com,AMBA,106 Financial Blvd.,Liberty,SC,29657,(864) 859-8300,Plastic Injection Molding; Blow Molding; Automotive; Consumer Products,Repair services for plastic injection and blow molds; Laser welding and laser marking services; Engineering changes and new tool builds; On-site service and support for emergency tool repairs; Fluidized bed cleaning for mold components,"60,000 ft² (site)",NI,$36M (calc from sqft),30,Privately held; possible family-owned,Massive Mold Fitting Presses; Laser Welding Equipment,NI,NI,Yes,Yes,,No region,NI,,,
Prairie Tool Company,CY,"High-end, private moldmaker",http://www.prairietool.net,AMBA,723 Commerce St.,Aberdeen,SD,57401,(605) 225-4028,Medical; Consumer products; Lawn and garden; Agriculture; Electrical; Appliances,Plastic injection mold design and production; Prototype molded parts with quick-turnaround delivery; Custom machining services including 4-axis wire EDM and 5-axis machining; Graphite electrode design and milling; EDM,"12,000 ft² (site)",~40 (zoominfo),$8M (calc from employees); ~$5M (public: ZI 2023),36,Privately held; Family-owned?,Makino Sinker Model EDNC-65; Makino Sinker Model EDNC-43S; Makino EDGE2 RAM EDM Machine; Makino SP64 Precision Wire EDM Machine; Fanuc Robocut Wire EDM; Mitsubishi ED-2000M EDM Drill (Hole Popper); OKK VM5-II; Hurco VMX 64/50; Hurco BMC 50/50; Hurco VMX 40; Okada GMC 654; Romi Bridgeport EZ Path II 20/10 Lathe; Brown & Sharpe Microval CMM,refer to site,refer to site,NI,Yes,,No region,Yes,,,
Moldesign,CY,"High-end, medical-focused moldmaker",http://www.moldesign.com,AMBA,4720 Middlebrook Pike,Knoxville,TN,37921,(865) 588-3774,Medical; Packaging; Consumer products,Plastic injection mold building; hot runner; high cavitation; unscrewing; close tolerance medical molds; product development; reverse engineering; mold sampling; mold flow and warp analysis consulting,~30k ft² (zoominfo),~40 (zoominfo),"""$11M (calc from sqft); ~$5M (public: ZI 2023)""",42,Privately held; founded by Steve Peterson,Injection Molding Tryout Presses,NI,NI,NI,refer to site,,No region,Yes,,,
Detail Mold & Manufacturing LLC,CY,"High-end, precision tooling shop",http://www.detailmold.com,AMBA,14773 Ranch Road 2338,Georgetown,TX,78633,(512) 255-0525,Medical; Automotive; Consumer products; Industrial,"Tool design and mold validation through production runs; CNC high-speed milling and CNC lathe turning; Laser welding and laser engraving; EDM services, including sinker and wire EDM; Mold design and engineering services; ISO 13485","26,000 ft² (site)",~40 (zoominfo),"""$8M (calc from employees); ~$5M (public: ZI 2023)""",35,"Privately held; founded by Gary Tatro; currently managed by Trey Chapman, Managing Director.",CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; Laser Welding; CMM / Metrology Systems,Yes,Yes,Yes,refer to site,,No region,Yes,,,
Lowrance Machine,CY,"High-end, private moldmaker",http://www.lowrancemachine.com,AMBA,13510 East Hardy Road,Houston,TX,77039,(281) 449-6524,Automotive; Aerospace; Industrial; Consumer,"Custom mold manufacturing and machining services; CNC and manual machining capabilities; Production of machined components and special fasteners; Industrial repair services, including grinding and hardness testing; CNC",~30k ft² (zoominfo),~50 (zoominfo),$11M (calc from sqft); ~$5M (public: ZI 2023),61,Privately held; family-owned; President Ron Lowrance.,CNC & Manual Machining; Custom Molds; Machined Components & Special Fasteners,NI,NI,Yes,Yes,,No region,NI,,,
"Schaefer Mold, Inc",CY,"High-end, private moldmaker",http://www.schaefermold.com,AMBA,2358 Blue Smoke Court N,Ft. Worth,TX,76105,(817) 534-7461,Automotive; Consumer products; Industrial applications,Precision mold-making; Design and engineering services; Mold repair and maintenance; Custom mold solutions,~30k ft² (zoominfo),~40 (estimate),"""$11M (calc from sqft)""",NI,Privately held; President Tom Limroth; No indication of family ownership,Makino (CNC machine); Yasda (CNC machine); CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,Yes,Yes,NI,,No region,NI,,,
Solution Tools,CY,"High-end, medical-focused moldmaker",http://www.solution-tools.com,AMBA,6989 Commerce Ave.,El Paso,TX,79915,(915) 594-0040,"Medical, Automotive, Appliance",Design and development of precision tooling and molds; Plastic injection molding; Component manufacturing; Internal diagnosis of molds by specialized engineers; CNC,~30k ft² (zoominfo),~40 (zoominfo),"""$8M (calc from employees); ~$5M (public: ZI 2023)""",25+,Privately held; more than 25 years of experience in the industry.,Makino (5-axis); Yasda (5-axis); CNC Mills (3-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,refer to site,Yes,NI,,No region,Yes,,,
"AJ Tool & Manufacturing, LLC",CY,"High-end, private moldmaker",http://www.ajtoolmfg.com,AMBA,3026 Beechwood Industrial Ct.,Hubertus,WI,53033,(262) 628-4445,Medical; Automotive; Consumer Products; Electronics; Industrial,Plastic injection mold design and build; In-house engineering and flexible design services; Mold sampling and inspection; On-time delivery and competitive pricing,"15,000 ft² (site)",~40 (zoominfo),$11M (calc from sqft); ~$5M (public: ZI 2023),48,Privately held; family-owned; led by Keven and Bob Jubeck.,Makino (5-axis); Yasda (3-axis); CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,Yes,NI,Yes,,Wisc,Yes,,,
Apollo Tool Inc.,CY,"High-end, private moldmaker",http://www.apollo-tool.com,AMBA,refer to site,Westfield,WI,refer to site,(608) 296-2112,Automotive; Consumer products; Industrial,Tool engineering and design; 3-D modeling and prototypes; CAD/CAM design; Plastic injection mold building and repair,~30k ft² (zoominfo),~20 (estimate),"""$12M (calc from employees); ~$2M (estimate)""",NI,Privately held; family-owned,Makino; Yasda; CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,Yes,Yes,Yes,,Wisc,NI,,,
Carlson Tool & Manufacturing Corp.,CY,"High-end, precision tooling shop",http://www.carlsontool.com,AMBA,W57 N14386 Doerr Way,Cedarburg,WI,53012,(262) 377-2020,Automotive; Aerospace; Medical; Consumer products,plastic injection tooling; precision machining; CNC; Wire EDM; Sinker EDM; Gun Drill; CMM; DFM,~100k ft² (zoominfo),~200 (estimate),"""$25M (calc from employees); ~$25M (estimate)""",67,Privately held; possible family-owned history.,CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; Gun Drill; CMM / Metrology Systems,Yes,Yes,Yes,refer to site,,Wisc,Yes,,,
CDM Tool & Manufacturing,CY,"High-end, precision tooling shop",http://www.cdmtool.com,AMBA,749 North Wacker Drive,Hartford,WI,53027,(262) 673-5620,Automotive; Consumer products; Industrial applications; Electronics,Precision injection mold manufacturing; Five-axis CNC machining; Sinker EDM machining; Gun drilling for high depth-to-width ratio holes; Mold design and repair services; CNC; Sinker EDM; Gun Drill,~50k ft² (zoominfo),~50 (estimate),"""$11M (calc from sqft); ~$10M (estimate)""",63,Privately held; possible family-owned,FOOKE (5-axis); FPT (CNC); Haas (CNC); Toshiba (CNC); Unisig (Gun Drill),refer to site,Yes,Yes,Yes,,Wisc,NI,,,
Class Tool and Die Inc.,CY,"High-end, private moldmaker",http://www.classtd.com,AMBA,740 SWAN DRIVE,MUKWONAGO,WI,53149,(262) 363-0902,Investment Casting; Production Machining; Plastic Injection Molding,CNC Milling Services; CNC Turning and Mill Turn Services; Mold Design and Construction; ISO 9001:2015,"10,000 ft² (site)",12 (site),$2.4M (calc from employees); $6M (calc from sqft),33,Privately held; family-owned; founded by Jerry Rogosienski in 1992.,CNC Mills (2-axis to 5-axis); CNC Turning and Mill Turn Machines,Yes,Yes,NI,Yes,,Wisc,NI,,,
D & S Mold & Tool Company,CY,"High-end, private moldmaker",http://www.dsmold.com,AMBA,2417 Cleveland Ave,Marinette,WI,54143,(715) 732-0504,Automotive; Consumer products; Industrial manufacturing,Mold and tool design and manufacturing; Custom machining services; Repair and maintenance of molds and tools; Precision engineering solutions,~30k ft² (public: AMBA),~20 (estimate),"""$12M (calc from employees); ~$2M (public: AMBA)""",NI,Privately held,Makino; Yasda; CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,Yes,Yes,NI,,Wisc,NI,,,
Dynamic Tool Corporation,CY,"High-end, medical-focused moldmaker",http://www.dyntool.com,AMBA,W133 N5180 Campbell Drive,Menomonee Falls,WI,53051,(262) 783-6340,Medical; Packaging; Personal Care; Industrial; Electronics,Plastic injection mold building; Engineering for productivity; Design for manufacturing (DFM); Multishot molding technologies; Mold refurbishment; Repair; Preventive maintenance; Turnkey manufacturing systems; Custom equipment; Automation solutions; DFM,~50k ft² (zoominfo),~100 (zoominfo),"""$12M (calc from employees); ~$10M (public: ZI 2023)""",NI,Privately held; possible family-owned,CNC Mills (3-axis); Wire EDM; Sinker EDM; Injection Molding Tryout Presses; CMM / Metrology Systems,Yes,NI,Yes,refer to site,,Wisc,Yes,,,
"Innovation Mold and Design, Inc.",CY,"High-end, private moldmaker",http://www.innovationmold.com,AMBA,N118 W18988 Bunsen Drive,Germantown,WI,53022,(262) 251-8201,Automotive; Medical; Electrical; Consumer Products; Packaging,Design and engineering of injection molds; Custom machining and contract design services; EDM work and rapid prototyping; Thermoset and diecast mold manufacturing; Injection mold presses and tooling solutions; CNC; EDM,"30,000 ft² (site)",~40 (zoominfo),"""$8M (calc from employees); ~$5M (public: ZI 2023)""",46,"Privately held, possibly family-owned",Injection Molding Tryout Presses; EDM Machines; CNC Mills,refer to site,NI,Yes,NI,,Wisc,Yes,,,
Kaysun Corporation,CY,"High-end, medical-focused moldmaker",http://www.kaysun.com,AMBA,5500 West Drive,Manitowoc,WI,54220,(920) 686-5800,Medical; Industrial; Automotive; Consumer,Custom injection molding; DfM analysis; Metal-to-plastic conversion; Scientific molding; Overmolding; Insert molding,"~100,000 ft² (public: ZI 2023); 83,333 ft² (calc from revenue)",~200 (estimate),"""$40M (calc from employees); ~$50M (estimate)""",NI,"Privately held; Anthony Grower, Founder & CEO; Family-owned",Engel Injection Molding Tryout Presses; Arburg Injection Molding Tryout Presses,NI,NI,NI,Yes,,Wisc,Yes,,,
M&M Tool and Mold,CY,"High-end, precision tooling shop",http://www.mmtoolandmold.com,AMBA,3300 Commodity Lane,Green Bay,WI,54304,(920) 336-6474,Medical; Automotive; Consumer products; Industrial,Injection mold building for small to medium-sized parts; Engineering and process optimization; Repairs and Engineering Change Notices (ECNs); Prototype tooling; Multi-shot mold solutions,~30k ft² (public: ZI 2023),~40 (estimate),$8M (calc from employees); $18M (calc from sqft); ~$5M (estimate),30,Privately held; possible family-owned.,Makino (5-axis); Yasda (3-axis); CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,Yes,Yes,refer to site,,Wisc,Yes,,,
Master Tool & Mold Inc,CY,"High-end, precision tooling shop",http://www.mastertoolandmold.com,AMBA,765 11th Ave,Grafton,WI,53024,(262) 377-8030,"Medical, Automotive, Aerospace, Packaging, Consumer Goods","Plastic injection mold building, Die cast die manufacturing, Tooling repair and maintenance services, Fast-turn tooling repairs and preventive maintenance, CNC",~30k ft² (zoominfo),~40 (estimate),"""$8M (calc from employees); ~$5M (estimate)""",NI,Privately held,Makino; Yasda; CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,Yes,Yes,NI,,Wisc,Yes,,,
Mauston Tool Corporation,CY,"High-end, private moldmaker",https://www.maustontool.com,AMBA,1015 Parker Drive,Mauston,WI,53948,(608) 847-5162,Medical; Automotive; Consumer Products; Industrial,Product design assistance; in-house mold design; Mold building; specialized machining; Mold sampling for plastic and silicone molds; Multi-cavity and multi-mold project capabilities,~30k ft² (estimate),~40 (estimate),"""$8M (calc from employees)""",NI,Privately held; President Matt Schwab,Makino; Yasda; CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,Yes,NI,NI,,Wisc,Yes,,,
"Omega Tool, Inc.",CY,"High-end, private moldmaker",http://www.omega-tool.com,AMBA,N93 W14430 Whittaker Way,Menomonee Falls,WI,53051,(262) 255-0205,"Medical, Packaging, Light Industrial",Precision mold design and manufacturing; Molding and sampling services; Maintenance and repair of molds; High-cavitation mold expertise with tight tolerance capabilities,"~50,000 ft² (estimate)",50 (site),"""$11M (calc from sqft); ~$10M (estimate)""",70,Privately held; family-owned since 1954.,Makino; Yasda; CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,Yes,Yes,Yes,,Wisc,Yes,,,
"RAM Tool, Inc.",CY,"High-end, precision tooling shop",http://www.ramtoolinc.com,AMBA,1420 Cheyenne Ave,Grafton,WI,53024,(262) 375-3036,Aerospace; Automotive; Medical; Oil & Gas; Military,Custom CNC machining and EDM machining; Prototype tooling and die cast dies manufacturing; Contract milling and custom inspection services; Laser scanning and reverse engineering capabilities; CNC; EDM,"80,000 (site)",~50 (zoominfo),$10M (calc from employees); ~$10M (public: ZI 2023),46,Privately held; family-owned since 1979.,CNC Machines; EDM Machines; CMM Machines,refer to site,refer to site,NI,Yes,,Wisc,Yes,,,
Retlaw Industries Inc.,CY,"High-end, precision tooling shop",http://www.retlawindustries.com,AMBA,520 Industrial Drive,Hartland,WI,53029,(888) 412-9188,Automation; Electronics; Construction; Agriculture; Food Production,Custom plastics design and engineering; Tooling and mold making with precision tooling capabilities; Injection molding and assembly services; Use of advanced CNC machining and EDM equipment; Wire EDM; Sinker EDM; CNC Machines,"50,000 (site)",~50 (zoominfo),"""$10M (calc from employees); ~$10M (zoominfo)""",48,Privately held,Wire EDM; Sinker EDM; CNC Machines; Injection Molding Presses ×19,refer to site,refer to site,NI,NI,,Wisc,NI,,,
Sheridan Mold & Engineering,CY,"High-end, precision tooling shop",http://www.sheridanmold.com,AMBA,4140 S Nevada Ave,St Francis,WI,53235,(414) 481-8203,Medical; Automotive; Aerospace; Consumer products,Precision moldmaking for LSR and micro applications; Full turnkey mold automation systems; CNC machining and EDM services; Mold design and repair; LSR; liquid silicone rubber; CNC; EDM,~30k ft² (estimate),90 (calc from revenue_site),"""$10M (calc from employees); $18M (calc from sqft)""",71,Privately held,5-Axis CNC; Sinker EDM; Precision Lathes; TIG & Laser Welding,refer to site,Yes,Yes,NI,,Wisc,Yes,,,
Snider Mold Company,CY,"High-end, private moldmaker",http://www.snidermold.com,AMBA,6303 West Industrial Drive,Mequon,WI,53092,(262) 242-0870,"Automotive, Agriculture, Marine, Commercial seating, Housing","Tooling for prototype and production molds, Compression mold fabrication for sheet mold compound and bulk mold compound, High and low-pressure injection molds and structural molds, Contract CNC machining and sample molding services, Design and build of specialty machinery for secondary manufacturing and assembly operations","~30,000 ft² (estimate)",90 (calc from revenue_site),$8M (calc from employees); $18M (calc from sqft),NI,Privately held; leadership includes Dale Fessenbecker in Sales & Support and Brian Kiel in Sales & Engineering,CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,Yes,NI,NI,,Wisc,NI,,,
